CustomerID,Recency,Frequency,Monetary,LastPurchaseDate,Country,ProductDiversity,AvgBasketValue,SegmentExt
12457.0,66,7,2363.23,2011-10-04 13:13:00,Switzerland,53,337.6042857142857,1
12458.0,71,2,947.4,2011-09-29 15:25:00,Switzerland,35,473.7,1
12461.0,94,2,826.88,2011-09-06 16:57:00,Switzerland,35,413.44,1
12462.0,19,2,1189.59,2011-11-21 09:11:00,Spain,51,594.795,1
12463.0,53,4,1344.78,2011-10-17 13:44:00,Belgium,65,336.195,1
12464.0,10,8,1212.05,2011-11-29 13:33:00,Belgium,6,151.50625,1
12465.0,17,2,742.19,2011-11-22 16:34:00,Belgium,46,371.095,1
12468.0,188,2,729.54,2011-06-05 11:36:00,Germany,36,364.77,0
12471.0,2,30,19824.05,2011-12-07 15:43:00,Germany,150,660.8016666666666,4
12472.0,32,7,6572.11,2011-11-07 14:01:00,Germany,219,938.8728571428572,4
12473.0,29,5,3938.55,2011-11-10 13:46:00,Germany,140,787.71,1
12474.0,17,18,7375.79,2011-11-22 14:39:00,Germany,253,409.7661111111111,4
12475.0,54,1,723.38,2011-10-17 10:10:00,Germany,36,723.38,1
12476.0,16,11,6816.42,2011-11-24 12:40:00,Germany,177,619.6745454545454,4
12477.0,23,6,13219.74,2011-11-17 09:51:00,Germany,191,2203.29,4
12478.0,4,1,680.99,2011-12-06 09:56:00,Greece,36,680.99,1
12479.0,11,1,527.2,2011-11-28 13:26:00,Germany,31,527.2,1
12480.0,28,4,3281.63,2011-11-11 14:52:00,Germany,129,820.4075,1
12481.0,23,10,5596.32,2011-11-17 08:29:00,Germany,150,559.632,4
12483.0,17,8,2484.98,2011-11-22 17:02:00,Sweden,46,310.6225,1
12484.0,33,6,4541.72,2011-11-07 11:37:00,Spain,256,756.9533333333334,4
12488.0,10,3,1298.66,2011-11-30 08:50:00,France,46,432.8866666666667,1
12489.0,336,1,334.93,2011-01-07 13:13:00,France,15,334.93,0
12490.0,5,10,5417.93,2011-12-04 16:07:00,France,131,541.793,4
12491.0,39,1,460.4,2011-11-01 12:18:00,France,25,460.4,1
12492.0,63,2,263.21,2011-10-07 15:15:00,Germany,19,131.605,1
12493.0,166,2,433.74,2011-06-27 10:17:00,France,20,216.87,0
12494.0,16,7,1246.1,2011-11-24 09:34:00,France,63,178.0142857142857,1
12497.0,82,1,1043.1,2011-09-19 12:29:00,Germany,14,1043.1,1
12498.0,21,3,403.7,2011-11-18 12:53:00,Germany,21,134.56666666666666,1
12500.0,23,11,4257.82,2011-11-16 16:20:00,Germany,34,387.07454545454544,1
12501.0,337,1,2169.39,2011-01-07 12:28:00,Germany,149,2169.39,0
12502.0,96,5,3723.87,2011-09-05 11:52:00,Spain,102,744.774,1
12504.0,18,2,482.05,2011-11-21 16:02:00,Germany,6,241.025,1
12506.0,233,1,73.5,2011-04-21 08:54:00,France,23,73.5,0
12507.0,134,3,1304.81,2011-07-28 17:09:00,Spain,19,434.93666666666667,1
12508.0,26,2,398.27,2011-11-13 15:37:00,France,57,199.135,1
12509.0,284,1,176.5,2011-02-28 14:45:00,France,7,176.5,0
12510.0,143,2,982.57,2011-07-20 10:15:00,Spain,29,491.285,0
12512.0,66,2,138.03,2011-10-04 14:55:00,Israel,31,69.015,1
12513.0,113,1,612.29,2011-08-19 10:51:00,France,35,612.29,1
12514.0,267,1,1017.68,2011-03-17 16:38:00,Italy,51,1017.68,0
12515.0,353,1,383.7,2010-12-21 15:43:00,Italy,16,383.7,0
12516.0,78,2,1312.06,2011-09-23 09:13:00,Germany,20,656.03,1
12517.0,28,5,2502.84,2011-11-11 14:04:00,Germany,232,500.568,4
12518.0,1,5,2056.89,2011-12-09 10:13:00,Germany,84,411.378,1
12519.0,64,1,340.84,2011-10-07 09:26:00,Germany,17,340.84,1
12520.0,79,5,2634.26,2011-09-21 15:23:00,Germany,121,526.8520000000001,1
12521.0,143,1,599.68,2011-07-20 10:51:00,Germany,38,599.68,0
12522.0,39,2,192.72,2011-10-31 15:30:00,Germany,11,96.36,1
12523.0,19,11,1789.77,2011-11-20 12:55:00,France,84,162.70636363636365,1
12524.0,9,8,4485.72,2011-11-30 15:31:00,Germany,113,560.715,1
12526.0,1,3,1316.66,2011-12-09 12:09:00,Germany,64,438.8866666666667,1
12527.0,82,3,348.71,2011-09-19 11:55:00,Germany,18,116.23666666666666,1
12528.0,9,6,1933.48,2011-11-30 14:40:00,Germany,50,322.24666666666667,1
12530.0,60,4,1662.28,2011-10-11 12:34:00,Germany,51,415.57,1
12531.0,15,1,125.22,2011-11-25 11:12:00,Germany,17,125.22,1
12532.0,30,1,349.83,2011-11-09 13:47:00,France,16,349.83,1
12534.0,131,1,1089.18,2011-08-01 10:26:00,Germany,63,1089.18,1
12535.0,92,2,716.35,2011-09-09 08:48:00,France,28,358.175,1
12536.0,43,3,12601.83,2011-10-27 14:20:00,France,260,4200.61,4
12538.0,29,1,363.95,2011-11-10 17:16:00,Spain,21,363.95,1
12539.0,22,4,5568.35,2011-11-17 13:30:00,Spain,157,1392.0875,4
12540.0,20,17,13400.24,2011-11-20 11:31:00,Spain,277,788.2494117647059,4
12541.0,30,3,981.18,2011-11-10 10:40:00,Spain,46,327.06,1
12544.0,36,1,372.7,2011-11-03 16:15:00,Spain,19,372.7,1
12545.0,75,2,1000.39,2011-09-25 13:39:00,Spain,42,500.195,1
12546.0,47,2,1161.5,2011-10-24 12:09:00,Spain,59,580.75,1
12547.0,198,2,207.8,2011-05-26 12:38:00,Spain,7,103.9,0
12548.0,166,1,95.2,2011-06-26 15:35:00,Spain,5,95.2,0
12550.0,79,1,964.83,2011-09-21 14:35:00,Spain,57,964.83,1
12551.0,358,1,168.0,2010-12-17 11:23:00,Spain,10,168.0,0
12552.0,39,2,437.82,2011-11-01 10:02:00,Italy,20,218.91,1
12553.0,8,10,3692.28,2011-12-01 16:38:00,France,95,369.228,1
12556.0,50,2,603.71,2011-10-20 13:06:00,Spain,100,301.855,1
12557.0,16,5,11990.96,2011-11-23 16:59:00,Spain,15,2398.192,1
12558.0,8,1,269.96,2011-12-02 10:41:00,USA,11,269.96,1
12559.0,311,2,561.71,2011-02-02 09:49:00,Germany,21,280.855,0
12560.0,5,3,2134.01,2011-12-04 13:54:00,Germany,91,711.3366666666667,1
12561.0,303,1,238.85,2011-02-10 11:39:00,Germany,16,238.85,0
12562.0,8,7,3781.74,2011-12-01 17:20:00,France,99,540.2485714285714,1
12564.0,261,1,456.9,2011-03-23 14:55:00,France,21,456.9,0
12565.0,289,1,145.92,2011-02-24 10:34:00,Saudi Arabia,9,145.92,0
12566.0,86,1,351.65,2011-09-14 14:30:00,Germany,19,351.65,1
12567.0,23,10,9401.28,2011-11-17 11:02:00,France,323,940.128,4
12569.0,2,32,4124.69,2011-12-07 16:24:00,Germany,92,128.8965625,4
12571.0,40,2,519.61,2011-10-31 10:19:00,France,31,259.805,1
12572.0,9,2,1020.42,2011-12-01 09:20:00,Germany,53,510.21,1
12573.0,227,1,160.54,2011-04-26 15:52:00,France,26,160.54,0
12574.0,316,1,218.45,2011-01-28 09:20:00,France,11,218.45,0
12576.0,36,5,1315.83,2011-11-04 10:11:00,Poland,72,263.166,1
12577.0,35,3,657.8,2011-11-04 13:24:00,France,137,219.26666666666665,1
12578.0,21,2,2794.51,2011-11-18 13:30:00,Italy,111,1397.255,1
12579.0,78,1,440.42,2011-09-22 17:15:00,France,29,440.42,1
12580.0,247,1,415.7,2011-04-07 10:24:00,Germany,24,415.7,0
12581.0,40,1,197.71,2011-10-31 08:56:00,Germany,15,197.71,1
12582.0,239,2,511.36,2011-04-15 08:45:00,Finland,21,255.68,0
12583.0,3,15,7281.38,2011-12-07 08:07:00,France,115,485.42533333333336,4
12584.0,4,9,2338.15,2011-12-06 09:35:00,Italy,44,259.7944444444445,1
12585.0,234,2,2040.1,2011-04-19 13:39:00,Germany,77,1020.05,0
12586.0,17,1,196.94,2011-11-22 16:24:00,Italy,11,196.94,1
12587.0,8,1,144.0,2011-12-02 12:47:00,Finland,4,144.0,1
12588.0,39,1,214.9,2011-10-31 15:01:00,Finland,10,214.9,1
12589.0,29,2,646.68,2011-11-11 10:19:00,France,29,323.34,1
12590.0,211,2,9864.26,2011-05-12 14:52:00,Germany,68,4932.13,0
12591.0,317,1,452.85,2011-01-26 14:35:00,Italy,26,452.85,0
12592.0,92,2,437.6,2011-09-08 15:04:00,Germany,11,218.8,1
12593.0,109,3,418.1,2011-08-23 12:43:00,France,14,139.36666666666667,1
12594.0,38,10,3338.22,2011-11-02 12:20:00,Italy,50,333.822,1
12596.0,51,2,618.27,2011-10-19 13:02:00,Spain,25,309.135,1
12597.0,19,4,3811.22,2011-11-20 13:33:00,Spain,184,952.805,4
12598.0,10,8,3023.08,2011-11-30 12:18:00,France,84,377.885,1
12599.0,29,7,1032.58,2011-11-10 13:34:00,France,32,147.51142857142855,1
12600.0,29,10,2599.04,2011-11-11 10:29:00,Germany,32,259.904,1
12601.0,190,5,577.06,2011-06-03 10:17:00,Germany,21,115.412,0
12602.0,59,1,153.12,2011-10-12 11:22:00,France,12,153.12,1
12603.0,22,1,739.2,2011-11-18 10:42:00,Germany,3,739.2,1
12604.0,79,2,254.18,2011-09-21 14:08:00,France,15,127.09,1
12607.0,60,1,1579.51,2011-10-10 16:06:00,USA,101,1579.51,1
12609.0,78,3,1126.85,2011-09-22 16:34:00,Germany,57,375.6166666666666,1
12610.0,23,5,2099.54,2011-11-17 09:34:00,Italy,85,419.908,1
12611.0,52,1,1193.32,2011-10-18 13:12:00,Italy,65,1193.32,1
12612.0,74,1,704.04,2011-09-26 15:35:00,Germany,19,704.04,1
12613.0,57,5,3344.38,2011-10-13 14:59:00,Germany,124,668.876,1
12614.0,278,1,315.6,2011-03-07 10:22:00,Germany,20,315.6,0
12615.0,2,4,2291.19,2011-12-07 15:02:00,France,82,572.7975,1
12616.0,95,2,713.3,2011-09-05 15:17:00,France,25,356.65,1
12617.0,29,1,355.53,2011-11-10 14:39:00,France,39,355.53,1
12618.0,22,1,177.31,2011-11-18 11:10:00,Italy,11,177.31,1
12619.0,16,9,3641.24,2011-11-23 14:52:00,Germany,50,404.5822222222222,1
12620.0,15,3,1339.41,2011-11-25 10:20:00,France,89,446.47,1
12621.0,2,20,13689.67,2011-12-08 11:25:00,Germany,261,684.4835,4
12622.0,232,1,180.1,2011-04-21 16:39:00,Germany,11,180.1,0
12623.0,276,1,305.1,2011-03-08 13:50:00,Germany,18,305.1,0
12624.0,106,2,641.13,2011-08-25 15:04:00,France,36,320.565,1
12625.0,212,2,2683.82,2011-05-12 09:54:00,Germany,73,1341.91,0
12626.0,23,9,6620.48,2011-11-16 16:06:00,Germany,232,735.6088888888888,4
12627.0,11,7,4478.53,2011-11-29 12:07:00,Germany,162,639.79,4
12628.0,4,3,786.46,2011-12-05 13:15:00,Germany,34,262.15333333333336,1
12630.0,10,2,1270.88,2011-11-30 10:48:00,Finland,60,635.44,1
12631.0,57,1,640.5,2011-10-13 13:53:00,Finland,31,640.5,1
12633.0,59,4,2163.98,2011-10-12 11:40:00,Germany,73,540.995,1
12635.0,90,2,1689.18,2011-09-11 11:04:00,Germany,96,844.59,1
12637.0,67,8,6021.9,2011-10-03 13:46:00,France,205,752.7375,4
12638.0,33,1,671.69,2011-11-06 13:11:00,Sweden,39,671.69,1
12639.0,239,1,486.1,2011-04-15 12:48:00,Sweden,22,486.1,0
12640.0,24,3,1174.58,2011-11-16 11:52:00,France,47,391.5266666666666,1
12641.0,115,1,185.9,2011-08-16 13:26:00,Sweden,10,185.9,1
12642.0,25,3,1013.26,2011-11-14 15:03:00,Germany,39,337.75333333333333,1
12643.0,128,6,3344.64,2011-08-03 12:56:00,France,11,557.4399999999999,1
12644.0,130,1,477.91,2011-08-02 10:33:00,Germany,31,477.91,1
12645.0,34,4,1775.18,2011-11-06 12:38:00,Germany,58,443.795,1
12646.0,5,2,1346.97,2011-12-05 10:14:00,USA,43,673.485,1
12647.0,22,12,3722.82,2011-11-17 12:56:00,Germany,79,310.235,1
12648.0,155,1,318.05,2011-07-08 11:55:00,Germany,21,318.05,0
12649.0,107,3,623.51,2011-08-24 14:41:00,Germany,28,207.83666666666667,1
12650.0,3,1,314.44,2011-12-06 16:34:00,France,20,314.44,1
12651.0,335,1,114.0,2011-01-09 12:46:00,France,9,114.0,0
12652.0,331,1,919.98,2011-01-12 15:00:00,France,48,919.98,0
12653.0,149,2,2209.85,2011-07-14 10:41:00,Israel,37,1104.925,0
12654.0,11,5,601.98,2011-11-29 10:10:00,Germany,31,120.396,1
12656.0,17,5,4051.17,2011-11-22 13:42:00,France,89,810.234,1
12657.0,11,4,1643.18,2011-11-28 15:47:00,France,35,410.795,1
12658.0,19,1,686.05,2011-11-21 10:22:00,Germany,36,686.05,1
12659.0,30,1,91.68,2011-11-10 11:53:00,France,5,91.68,1
12660.0,11,1,245.1,2011-11-28 13:26:00,France,13,245.1,1
12662.0,1,11,3849.78,2011-12-09 11:59:00,Germany,129,349.98,4
12664.0,8,9,4881.88,2011-12-01 17:07:00,Finland,10,542.4311111111111,1
12665.0,325,1,63.0,2011-01-19 08:34:00,Germany,3,63.0,0
12667.0,58,1,620.13,2011-10-12 17:00:00,Finland,33,620.13,1
12668.0,12,4,3807.15,2011-11-28 10:56:00,Germany,115,951.7875,1
12669.0,151,3,2744.03,2011-07-12 09:54:00,France,98,914.6766666666668,0
12670.0,10,5,2996.05,2011-11-29 15:23:00,France,58,599.21,1
12672.0,330,1,225.9,2011-01-14 09:20:00,France,10,225.9,0
12673.0,5,2,610.52,2011-12-04 13:55:00,Germany,42,305.26,1
12674.0,39,4,1970.6,2011-11-01 12:12:00,France,52,492.65,1
12676.0,25,6,1331.39,2011-11-15 12:25:00,Sweden,33,221.8983333333333,1
12678.0,42,12,17628.46,2011-10-28 13:04:00,France,105,1469.0383333333332,4
12679.0,59,4,1113.02,2011-10-12 12:30:00,France,43,278.255,1
12680.0,1,4,880.81,2011-12-09 12:50:00,France,33,220.2025,1
12681.0,15,22,13787.54,2011-11-25 11:33:00,France,267,626.7063636363637,4
12682.0,4,31,12288.22,2011-12-06 10:00:00,France,209,396.3941935483871,4
12683.0,4,15,8476.57,2011-12-05 16:31:00,France,177,565.1046666666666,4
12684.0,8,7,2283.63,2011-12-02 09:53:00,France,61,326.23285714285714,1
12685.0,28,6,2863.08,2011-11-11 13:46:00,France,117,477.18,1
12688.0,114,1,4873.81,2011-08-18 08:49:00,Israel,171,4873.81,1
12689.0,26,2,1247.61,2011-11-14 08:31:00,France,57,623.805,1
12690.0,206,1,389.01,2011-05-18 09:09:00,France,16,389.01,0
12691.0,28,6,1035.8,2011-11-11 16:49:00,France,21,172.63333333333333,1
12693.0,127,4,855.91,2011-08-04 17:51:00,Germany,35,213.9775,1
12694.0,70,2,869.67,2011-09-30 13:06:00,France,32,434.835,1
12695.0,7,4,582.1,2011-12-02 13:22:00,France,23,145.525,1
12697.0,29,3,957.59,2011-11-11 08:47:00,Sweden,37,319.19666666666666,1
12700.0,8,4,4939.99,2011-12-02 10:47:00,France,193,1234.9975,4
12701.0,80,2,797.71,2011-09-21 10:47:00,Germany,50,398.855,1
12702.0,20,1,219.0,2011-11-20 10:36:00,Germany,12,219.0,1
12703.0,71,1,283.55,2011-09-29 17:52:00,Germany,21,283.55,1
12704.0,7,8,2340.84,2011-12-02 13:15:00,Finland,64,292.605,1
12705.0,15,9,6868.29,2011-11-24 13:17:00,Germany,228,763.1433333333333,4
12707.0,292,1,603.42,2011-02-21 08:38:00,France,33,603.42,0
12708.0,30,10,2712.91,2011-11-10 09:52:00,Germany,86,271.291,1
12709.0,15,15,9736.52,2011-11-24 15:38:00,Germany,93,649.1013333333334,4
12710.0,97,3,1149.02,2011-09-04 12:00:00,Germany,75,383.00666666666666,1
12712.0,29,13,4396.13,2011-11-11 08:19:00,Germany,58,338.1638461538462,1
12713.0,1,1,848.55,2011-12-09 12:16:00,Germany,38,848.55,1
12714.0,9,5,4708.86,2011-11-30 15:43:00,France,216,941.772,4
12715.0,106,1,353.86,2011-08-25 15:22:00,Sweden,20,353.86,1
12716.0,4,2,1053.49,2011-12-06 08:55:00,France,60,526.745,1
12717.0,151,2,1030.98,2011-07-11 14:47:00,Greece,49,515.49,0
12718.0,71,1,238.25,2011-09-29 16:38:00,France,19,238.25,1
12719.0,5,2,644.95,2011-12-04 13:45:00,France,34,322.475,1
12720.0,3,25,5781.73,2011-12-07 08:03:00,Germany,211,231.2692,4
12721.0,32,6,2656.13,2011-11-08 12:13:00,France,133,442.6883333333333,1
12722.0,85,4,997.63,2011-09-15 14:50:00,France,50,249.4075,1
12723.0,4,5,725.07,2011-12-06 10:19:00,France,53,145.014,1
12724.0,5,4,1031.41,2011-12-04 16:02:00,France,47,257.8525,1
12726.0,28,7,2609.1,2011-11-11 13:35:00,France,57,372.7285714285714,1
12727.0,11,7,3980.7,2011-11-29 11:46:00,France,109,568.6714285714286,1
12728.0,71,4,836.33,2011-09-29 15:31:00,France,38,209.0825,1
12729.0,114,1,453.01,2011-08-18 11:40:00,France,26,453.01,1
12731.0,24,12,18895.91,2011-11-16 11:59:00,France,109,1574.6591666666666,4
12732.0,180,1,236.26,2011-06-13 11:33:00,France,12,236.26,0
12733.0,234,1,383.95,2011-04-19 16:19:00,USA,22,383.95,0
12734.0,353,1,110.4,2010-12-22 12:47:00,France,4,110.4,0
12735.0,315,2,779.57,2011-01-28 13:37:00,France,38,389.785,0
12736.0,333,1,234.0,2011-01-11 07:57:00,France,4,234.0,0
12739.0,78,2,1013.04,2011-09-22 13:00:00,United Arab Emirates,38,506.52,1
12740.0,64,1,427.6,2011-10-07 10:44:00,France,27,427.6,1
12743.0,134,2,546.43,2011-07-28 16:21:00,Unspecified,114,273.215,1
12744.0,52,7,21279.29,2011-10-19 11:18:00,Singapore,178,3039.898571428572,4
12747.0,2,11,4196.01,2011-12-07 14:34:00,United Kingdom,42,381.4554545454546,1
12748.0,1,210,33719.73,2011-12-09 12:20:00,United Kingdom,1768,160.57014285714288,3
12749.0,4,5,4090.88,2011-12-06 09:56:00,United Kingdom,160,818.176,4
12750.0,129,1,275.88,2011-08-03 09:13:00,Poland,15,275.88,1
12752.0,81,1,4366.78,2011-09-19 13:32:00,Norway,53,4366.78,1
12753.0,23,6,21429.39,2011-11-17 10:52:00,Japan,132,3571.565,4
12754.0,236,3,3010.74,2011-04-18 09:00:00,Japan,49,1003.58,0
12755.0,281,2,3811.95,2011-03-04 12:42:00,Japan,4,1905.975,0
12756.0,87,1,112.08,2011-09-14 09:31:00,Japan,4,112.08,1
12757.0,16,13,7857.1,2011-11-24 12:30:00,Portugal,237,604.3923076923077,4
12758.0,117,2,2791.59,2011-08-15 10:22:00,Portugal,84,1395.795,1
12759.0,52,3,1531.44,2011-10-18 14:49:00,Netherlands,81,510.48,1
12762.0,8,2,1898.52,2011-12-02 10:23:00,Portugal,62,949.26,1
12763.0,138,2,494.08,2011-07-24 14:12:00,Japan,16,247.04,0
12764.0,317,1,1693.88,2011-01-27 10:19:00,Lebanon,45,1693.88,0
12766.0,4,7,6989.63,2011-12-06 08:46:00,Portugal,205,998.5185714285716,4
12769.0,239,1,1143.6,2011-04-15 10:25:00,Brazil,32,1143.6,0
12770.0,211,1,1351.45,2011-05-13 09:33:00,Japan,12,1351.45,0
12772.0,60,1,892.47,2011-10-11 09:19:00,Portugal,55,892.47,1
12775.0,17,5,1386.04,2011-11-22 16:33:00,Netherlands,47,277.208,1
12778.0,20,6,822.23,2011-11-20 11:30:00,Netherlands,40,137.03833333333333,1
12779.0,38,8,3981.36,2011-11-02 11:43:00,Poland,88,497.67,1
12781.0,64,2,826.74,2011-10-07 10:37:00,Czech Republic,25,413.37,1
12782.0,5,5,2330.92,2011-12-05 09:16:00,Portugal,81,466.184,1
12783.0,2,6,2225.91,2011-12-07 15:56:00,Portugal,76,370.985,1
12784.0,9,2,574.42,2011-11-30 15:38:00,Portugal,54,287.21,1
12785.0,364,1,311.95,2010-12-10 13:48:00,Portugal,14,311.95,0
12787.0,10,3,463.66,2011-11-30 08:44:00,Netherlands,17,154.55333333333334,1
12789.0,65,1,91.85,2011-10-05 13:34:00,Netherlands,4,91.85,1
12790.0,192,1,324.92,2011-05-31 14:14:00,Netherlands,21,324.92,0
